player_id,frame_num,bbox_x1,bbox_y1,bbox_x2,bbox_y2,position_x,position_y,team_color,confidence
player number 22,frame42,1378.447265625,349.7295227050781,1396.9072265625,393.21368408203125,1387,393,,0.8007498383522034
player number 22,frame43,1424.964599609375,384.0599670410156,1441.5521240234375,432.3838806152344,1433,432,,0.8230076432228088
player number 22,frame44,1451.50830078125,408.25140380859375,1477.2716064453125,464.22821044921875,1464,464,,0.7510801553726196
player number 22,frame45,1454.576904296875,409.8116455078125,1477.81494140625,467.4685363769531,1466,467,,0.784812867641449
player number 22,frame46,1454.60400390625,409.8509521484375,1477.736083984375,467.35302734375,1466,467,,0.7856999039649963
player number 22,frame47,1457.8223876953125,411.8679504394531,1479.221923828125,468.00982666015625,1468,468,,0.7708246111869812
player number 22,frame48,1424.7587890625,558.1650390625,1452.201171875,628.8726806640625,1438,628,,0.7781188488006592
player number 22,frame49,1315.436767578125,268.1044006347656,1336.9344482421875,307.2802734375,1326,307,,0.5337995290756226
player number 22,frame50,1435.629638671875,556.59814453125,1464.253173828125,630.9929809570312,1449,630,,0.7169933319091797
player number 22,frame51,1435.698486328125,556.6153564453125,1464.1861572265625,630.7586059570312,1449,630,,0.7242920994758606
player number 22,frame52,1330.8656005859375,270.74853515625,1350.0106201171875,310.0664978027344,1340,310,,0.6723691821098328
player number 22,frame53,1459.261962890625,388.93865966796875,1475.1749267578125,439.19580078125,1467,439,,0.7691686749458313
player number 22,frame54,1463.9124755859375,393.70379638671875,1483.355712890625,452.6529541015625,1473,452,,0.7148059010505676
player number 22,frame55,1473.446044921875,411.58502197265625,1499.1353759765625,468.16387939453125,1486,468,,0.653764009475708
player number 22,frame56,1473.3123779296875,411.1561279296875,1499.17236328125,468.1143798828125,1486,468,,0.655464231967926
player number 22,frame57,1472.911376953125,394.1498107910156,1491.2337646484375,443.8505859375,1482,443,,0.6586968302726746
player number 22,frame58,1365.0675048828125,278.7640686035156,1377.315673828125,320.1741638183594,1371,320,,0.48697230219841003
player number 22,frame59,1481.17529296875,398.38531494140625,1502.080078125,450.774169921875,1491,450,,0.5237786173820496
player number 22,frame60,1481.7862548828125,398.2013854980469,1502.0933837890625,451.0062561035156,1491,451,,0.5568870306015015
player number 22,frame61,1486.8414306640625,550.2413330078125,1508.5885009765625,613.3101806640625,1497,613,,0.7330055832862854
player number 22,frame62,1486.8037109375,550.2620239257812,1508.633544921875,613.4839477539062,1497,613,,0.7301835417747498
player number 22,frame63,1492.5284423828125,404.6296691894531,1512.06298828125,457.3193664550781,1502,457,,0.5738546252250671
player number 22,frame64,1492.5059814453125,404.618408203125,1512.055419921875,457.3399658203125,1502,457,,0.5740709900856018
player number 22,frame65,1505.0159912109375,403.694091796875,1518.5438232421875,455.37872314453125,1511,455,,0.7893749475479126
player number 22,frame66,1505.0057373046875,403.6877136230469,1518.5345458984375,455.3697814941406,1511,455,,0.7897337079048157
player number 22,frame67,1506.2652587890625,407.5138854980469,1524.269287109375,462.8182373046875,1515,462,,0.6174337863922119
player number 22,frame68,1418.4918212890625,288.234130859375,1432.8369140625,325.68011474609375,1425,325,,0.7658140659332275
player number 22,frame69,1423.164306640625,290.52825927734375,1436.844482421875,325.8971862792969,1430,325,,0.6990998983383179
player number 22,frame70,660.2503051757812,572.6397094726562,684.6179809570312,643.3533935546875,672,643,,0.6257537603378296
player number 22,frame71,1522.4197998046875,404.6747131347656,1542.72265625,456.6794128417969,1532,456,,0.5022186636924744
player number 22,frame72,1235.32275390625,383.099853515625,1255.8636474609375,428.5503845214844,1245,428,,0.6087481379508972
player number 22,frame73,1235.37939453125,383.016357421875,1258.4169921875,427.56573486328125,1246,427,,0.5292116403579712
player number 22,frame74,1570.5721435546875,452.81781005859375,1592.4913330078125,515.361572265625,1581,515,,0.5435037016868591
player number 22,frame75,1570.5777587890625,452.8155212402344,1592.419677734375,515.310302734375,1581,515,,0.539122462272644
player number 22,frame76,1576.5831298828125,451.2668151855469,1597.2901611328125,511.1100769042969,1586,511,,0.4088898003101349
player number 22,frame77,1576.5809326171875,451.2675476074219,1597.2989501953125,511.3393249511719,1586,511,,0.415921688079834
player number 22,frame78,1580.40234375,453.0083312988281,1599.34716796875,504.172119140625,1589,504,,0.5382074117660522
player number 22,frame79,1580.334228515625,452.9720764160156,1599.3427734375,504.1563720703125,1589,504,,0.537297785282135
player number 22,frame80,1581.727783203125,453.39508056640625,1603.0126953125,509.799072265625,1592,509,,0.5809040665626526
player number 22,frame81,1581.708251953125,453.393310546875,1602.957275390625,509.785400390625,1592,509,,0.5813266634941101
player number 22,frame82,997.85986328125,316.44976806640625,1017.7116088867188,361.1305236816406,1007,361,,0.716274619102478
player number 22,frame83,997.8649291992188,316.4429931640625,1017.7088012695312,361.125732421875,1007,361,,0.7169012427330017
player number 22,frame84,1569.34716796875,538.3440551757812,1592.186279296875,605.1143188476562,1580,605,,0.7533774971961975
player number 22,frame85,1475.0770263671875,285.4257507324219,1485.779541015625,326.4626159667969,1480,326,,0.5790472030639648
player number 22,frame86,1478.972900390625,282.2419128417969,1490.9417724609375,329.76593017578125,1484,329,,0.6807727813720703
player number 22,frame87,1478.9927978515625,282.27764892578125,1490.9473876953125,329.76251220703125,1484,329,,0.6811321377754211
player number 22,frame88,996.4883422851562,313.8862609863281,1018.7254028320312,362.10772705078125,1007,362,,0.6904574632644653
player number 22,frame89,996.4892578125,313.8707275390625,1018.751220703125,362.1357727050781,1007,362,,0.690034806728363
player number 22,frame90,994.726318359375,316.2549133300781,1016.0894165039062,354.16754150390625,1005,354,,0.7346312999725342
player number 22,frame91,1576.0067138671875,469.45440673828125,1600.3443603515625,526.3500366210938,1588,526,,0.666442334651947
player number 22,frame92,1484.952392578125,355.4358215332031,1500.8792724609375,398.0419006347656,1492,398,,0.5370052456855774
player number 22,frame93,1484.9490966796875,355.41650390625,1500.882568359375,398.0145263671875,1492,398,,0.5438169836997986
player number 22,frame94,1540.9310302734375,414.1501770019531,1558.1986083984375,456.8972473144531,1549,456,,0.7665762901306152
player number 22,frame95,1540.9251708984375,414.06427001953125,1558.185791015625,456.90802001953125,1549,456,,0.7694495320320129
player number 22,frame96,1139.309326171875,538.956298828125,1162.751708984375,604.4408569335938,1151,604,,0.406637966632843
player number 22,frame97,1120.556884765625,421.0206604003906,1139.7928466796875,472.9329833984375,1130,472,,0.6761748790740967
player number 22,frame98,1474.2564697265625,351.2117614746094,1497.6031494140625,394.1700439453125,1485,394,,0.7819940447807312
player number 22,frame99,980.3909912109375,314.05035400390625,999.531005859375,350.3753662109375,989,350,,0.7546406388282776
player number 22,frame100,978.8873291015625,314.0455017089844,995.280029296875,350.0984191894531,987,350,,0.5787540674209595
player number 22,frame101,978.8934326171875,314.02886962890625,995.3758544921875,350.13946533203125,987,350,,0.5801070928573608
player number 22,frame102,1528.7830810546875,527.1079711914062,1548.7646484375,595.421142578125,1538,595,,0.6263381242752075
player number 22,frame103,1528.7845458984375,527.1096801757812,1548.7642822265625,595.5074462890625,1538,595,,0.6287925243377686
player number 22,frame104,972.7710571289062,311.9033508300781,985.2914428710938,351.5669250488281,979,351,,0.6115532517433167
player number 21,frame55,71.14501953125,460.2074890136719,100.40013885498047,513.9525756835938,85,513,,0.7469485402107239
player number 21,frame56,71.13324737548828,460.15594482421875,100.36894226074219,513.9622192382812,85,513,,0.7500482201576233
player number 21,frame57,84.39855194091797,458.6163330078125,110.9113998413086,513.5047607421875,97,513,,0.8088599443435669
player number 21,frame58,93.61721801757812,457.6365051269531,121.30419158935547,512.768798828125,107,512,,0.7201857566833496
player number 21,frame60,122.15190887451172,455.663818359375,146.89874267578125,512.4860229492188,134,512,,0.7601284980773926
player number 21,frame64,1110.28466796875,393.4977722167969,1138.8370361328125,446.6155700683594,1124,446,,0.4974581003189087
player number 21,frame65,1115.433837890625,395.7989807128906,1141.4366455078125,440.91058349609375,1128,440,,0.5343140959739685
player number 21,frame66,1115.882080078125,395.3480529785156,1141.3740234375,440.2372741699219,1128,440,,0.5283512473106384
player number 21,frame67,186.30075073242188,456.3717346191406,214.64085388183594,505.82623291015625,200,505,,0.6548479795455933
player number 21,frame68,191.7781219482422,455.81610107421875,220.56275939941406,504.77447509765625,206,504,,0.7788267135620117
player number 21,frame69,195.7115936279297,455.3895263671875,224.15382385253906,504.0347900390625,209,504,,0.7784644961357117
player number 21,frame70,201.16383361816406,454.30206298828125,227.0614471435547,504.91351318359375,214,504,,0.7523409724235535
player number 21,frame71,204.71658325195312,453.8052978515625,226.84625244140625,502.3578186035156,215,502,,0.69569993019104
player number 21,frame72,207.19305419921875,450.7874450683594,227.18116760253906,501.5342102050781,217,501,,0.709868311882019
player number 21,frame73,209.68450927734375,449.28350830078125,227.43319702148438,501.12139892578125,218,501,,0.7485484480857849
player number 21,frame74,212.12013244628906,447.3629150390625,228.30784606933594,500.00225830078125,220,500,,0.622813880443573
player number 21,frame75,212.04849243164062,447.5279846191406,228.19564819335938,499.9908142089844,220,499,,0.6024909615516663
player number 21,frame76,215.5373077392578,445.8955078125,232.8345489501953,499.163818359375,224,499,,0.6862472295761108
player number 21,frame77,215.5487823486328,445.9109802246094,232.6432342529297,499.2146301269531,224,499,,0.6979543566703796
player number 21,frame78,218.20437622070312,449.62481689453125,237.1049346923828,497.59515380859375,227,497,,0.8067598938941956
player number 21,frame79,218.0785675048828,449.7638244628906,237.14524841308594,497.8719482421875,227,497,,0.8066214323043823
player number 21,frame80,215.1166229248047,448.70709228515625,241.5298614501953,498.93109130859375,228,498,,0.7790281772613525
player number 21,frame81,215.0559539794922,448.7613830566406,241.5322265625,498.9507751464844,228,498,,0.784493088722229
player number 21,frame82,219.0325469970703,449.2188720703125,248.0990753173828,498.0552978515625,233,498,,0.8677768707275391
player number 21,frame83,219.0333251953125,449.2537536621094,248.09756469726562,498.0442199707031,233,498,,0.8676180839538574
player number 21,frame84,220.90228271484375,449.1151428222656,250.29872131347656,498.5349426269531,235,498,,0.8814179301261902
player number 21,frame85,224.4137420654297,448.8102722167969,252.1849822998047,498.5109558105469,238,498,,0.8808958530426025
player number 21,frame86,227.22042846679688,448.1256408691406,250.430419921875,498.0909118652344,238,498,,0.5384925603866577
player number 21,frame87,227.22811889648438,448.1012878417969,250.44158935546875,498.1035461425781,238,498,,0.5342748761177063
player number 13,frame83,1239.2568359375,376.8901062011719,1260.6387939453125,423.1408996582031,1249,423,,0.4309946298599243
player number 13,frame84,1238.7557373046875,376.866943359375,1260.9342041015625,421.8153076171875,1249,421,,0.5035938620567322
player number 13,frame86,717.9327392578125,446.565673828125,736.9969482421875,500.0570068359375,727,500,,0.8577600121498108
player number 13,frame87,717.9338989257812,446.471923828125,736.9874877929688,500.066162109375,727,500,,0.8577859401702881
player number 13,frame88,1235.1199951171875,377.01983642578125,1251.429931640625,421.44708251953125,1243,421,,0.6113892793655396
player number 13,frame89,1235.1201171875,377.0184020996094,1251.4234619140625,421.4837341308594,1243,421,,0.6111763715744019
player number 13,frame90,1233.1612548828125,373.63787841796875,1251.8779296875,420.8411865234375,1242,420,,0.8558148145675659
player number 13,frame91,1231.9844970703125,374.3895568847656,1251.596923828125,417.8247375488281,1241,417,,0.8615579605102539
player number 13,frame92,723.0794677734375,446.9621887207031,743.3677368164062,496.0317077636719,733,496,,0.8599321246147156
player number 13,frame93,723.0800170898438,446.9659423828125,743.358642578125,496.03143310546875,733,496,,0.8601471781730652
player number 13,frame94,1226.5892333984375,372.533203125,1241.41015625,419.9249267578125,1233,419,,0.8313924074172974
player number 13,frame95,1226.6024169921875,372.5491638183594,1241.4949951171875,419.9048156738281,1234,419,,0.8313581943511963
player number 13,frame96,1223.019775390625,370.40216064453125,1238.38818359375,418.4720153808594,1230,418,,0.8176709413528442
player number 13,frame97,1220.5313720703125,369.1856689453125,1237.7183837890625,416.7528076171875,1229,416,,0.7977097630500793
player number 13,frame98,1219.285400390625,369.0432434082031,1237.542236328125,415.9488220214844,1228,415,,0.8080170750617981
player number 13,frame99,1216.630859375,368.90350341796875,1236.2147216796875,413.792724609375,1226,413,,0.8407493829727173
player number 13,frame100,727.8482666015625,442.25921630859375,745.8555908203125,494.97381591796875,736,494,,0.8527817726135254
player number 13,frame101,727.779052734375,442.196044921875,745.8114624023438,494.987548828125,736,494,,0.8548896312713623
player number 13,frame102,1209.1627197265625,368.0271301269531,1223.66796875,413.6312255859375,1216,413,,0.8202257752418518
player number 13,frame103,1209.0850830078125,368.0400695800781,1223.5218505859375,413.5462646484375,1216,413,,0.820158064365387
player number 13,frame104,1206.853271484375,366.71588134765625,1219.9281005859375,415.89178466796875,1213,415,,0.8368982076644897
player number 12,frame93,1484.0208740234375,288.03875732421875,1501.0185546875,326.3072509765625,1492,326,,0.4957564175128937
player number 12,frame94,1487.2061767578125,287.3755798339844,1500.698486328125,325.55352783203125,1493,325,,0.41571301221847534
player number 12,frame95,1487.19921875,287.38494873046875,1500.702392578125,325.5642395019531,1493,325,,0.4171447455883026
player number 12,frame97,1488.605712890625,289.42431640625,1500.930908203125,324.0812072753906,1494,324,,0.4841936230659485
player number 12,frame98,1488.3414306640625,288.7348937988281,1501.3961181640625,324.245849609375,1494,324,,0.6513264775276184
player number 12,frame99,1486.644775390625,287.2851257324219,1502.20458984375,325.3783264160156,1494,325,,0.7112686634063721
player number 12,frame100,1484.95654296875,287.13751220703125,1503.070068359375,325.4167175292969,1494,325,,0.6691973805427551
player number 12,frame101,1484.837890625,286.6200256347656,1503.095703125,325.38958740234375,1493,325,,0.6631255149841309
player number 12,frame102,1484.0101318359375,287.7451477050781,1504.1400146484375,325.9596252441406,1494,325,,0.7057501077651978
player number 12,frame103,1484.0177001953125,287.7550964355469,1504.1444091796875,325.96160888671875,1494,325,,0.7045985460281372
player number 12,frame104,1484.283935546875,288.51324462890625,1504.109619140625,326.0657958984375,1494,326,,0.6382519602775574
player number 19,frame97,234.52029418945312,449.1488342285156,255.20187377929688,494.6366271972656,244,494,,0.7179844975471497
player number 19,frame98,234.91506958007812,447.8784484863281,255.5401611328125,497.8697204589844,245,497,,0.6679705381393433
player number 19,frame99,235.39613342285156,446.39208984375,255.93370056152344,495.47332763671875,245,495,,0.7461680173873901
player number 19,frame100,234.7638702392578,445.888916015625,257.3945007324219,496.38262939453125,246,496,,0.693437933921814
player number 19,frame101,234.6727752685547,445.9842224121094,257.4247131347656,496.5596008300781,246,496,,0.6938158273696899
player number 19,frame102,234.54995727539062,447.139892578125,257.09344482421875,498.4610595703125,245,498,,0.757688581943512
player number 19,frame103,234.5916748046875,447.13653564453125,257.09765625,498.4505615234375,245,498,,0.757124662399292
player number 19,frame104,234.38800048828125,447.53387451171875,257.73846435546875,497.84210205078125,246,497,,0.7437742352485657
